fecha,precio_crypto,volumen_crypto
2025-07-05,147.76302956048175,4122205670.4260592
2025-07-06,147.60067170952217,1854457228.577465
2025-07-07,151.92103968743746,3555730137.1277676
2025-07-08,148.79005045485957,4159999387.584406
2025-07-09,151.83083400485827,4528768718.257452
2025-07-10,157.20772193763892,5340601044.883773
2025-07-11,163.85821380442644,10873010259.89518
2025-07-12,162.75319398002793,15000208185.36994
2025-07-13,160.46917812212587,7427115213.712982
2025-07-14,161.2426294578984,7216327088.3555765
2025-07-15,162.28222240485653,14500503326.7985
2025-07-16,163.96583057213138,12915906103.683296
2025-07-17,173.8289647474319,17811143762.30818
2025-07-18,176.0976453468298,16421519782.114107
2025-07-19,177.36979874415755,18801332820.737236
2025-07-20,176.91082733883786,8109077838.043139
2025-07-21,180.99223128612934,13879156359.595356
2025-07-22,196.42381167802614,23536247199.551838
2025-07-23,205.2909062553001,33288976911.758366
2025-07-24,189.5923023530127,22842746849.566635
2025-07-25,182.56084286755046,19515303060.801735
2025-07-26,186.17182549934944,17804092124.295223
2025-07-27,184.9395837508933,6066268600.664028
2025-07-28,188.5758287219798,7055013487.194188
2025-07-29,183.03025266261037,11859569057.897078
2025-07-30,181.16776459533068,5784849447.910539
2025-07-31,177.8780960276323,6340104641.556541
2025-08-01,172.1630467364299,5648090381.562077
2025-08-02,162.79127248081605,8524308824.141164
2025-08-03,158.53125175932496,3493829006.1178837
2025-08-04,161.90312387611363,3799213534.622081
2025-08-05,169.41522028427192,5184477262.429844
2025-08-06,164.08356857308905,4990165298.964871
2025-08-07,168.1731958529984,3925170891.2100515
2025-08-08,175.3851480311338,4922490352.0849
2025-08-09,176.79535226118225,6314967732.267661
2025-08-10,180.38638312645054,5151414730.8922
2025-08-11,182.9089507475702,6526899522.845935
2025-08-12,175.04512640796176,7218575660.657902
2025-08-13,192.59412792428108,8241598209.651322
2025-08-14,201.8186877395025,12032742881.340282
2025-08-15,192.75680405400084,14504164931.300503
2025-08-16,185.5996951638033,8453295249.345534
2025-08-17,189.76942306167987,4463139739.111394
2025-08-18,191.64098987374877,4337337967.245784
2025-08-19,183.0130381229085,6404055055.139721
2025-08-20,176.4002245667356,6012864665.830554
2025-08-21,187.2669439751863,6232892656.027937
2025-08-22,180.24297051206173,5352469255.969752
2025-08-23,200.2605865005056,10127448099.982841
2025-08-24,204.01931609622184,7707066769.148663
2025-08-25,205.88090746426144,11192452947.414183
2025-08-26,187.18525315161807,12382673799.15369
2025-08-27,195.9857969070515,8074057190.355703
2025-08-28,203.29341765413957,12654160502.675875
2025-08-29,214.54958917125032,12259075336.968056
2025-08-30,205.08335316941142,13457457307.813232
2025-08-31,202.71014197799335,5916828358.740077
2025-09-01,200.90099462282365,5119565154.109434
2025-09-02,196.88381950999033,7408407557.527862
2025-09-03,209.23036715955652,8803333414.35032
2025-09-04,210.678785187558,6956952790.247085
2025-09-05,202.68556246131902,5057527125.787553
2025-09-06,203.47913677981902,7547177831.7062235
2025-09-07,200.18665937035894,2968164693.6168056
2025-09-08,206.51848846856373,4213958987.249966
2025-09-09,214.08956690665315,9970745423.357145
2025-09-10,217.38518604767611,9082166653.74413
2025-09-11,223.9996568751895,9538303334.00484
2025-09-12,228.6994803098487,10115240805.136227
2025-09-13,242.25824628845254,13331440399.44534
2025-09-14,242.6675990847208,7460431580.746429
2025-09-15,240.51910214123612,9641527089.213789
2025-09-16,233.8358169548661,10189245912.076498
2025-09-17,237.00322352946304,7606193246.926102
2025-09-18,244.94703055919837,10904096063.20618
2025-09-19,247.55626201820508,9525238920.41541
2025-09-20,238.33823551145915,7795423019.894011
2025-09-21,239.46337999355012,3643828369.3949914
2025-09-22,236.64867854250417,3625096944.4525175
2025-09-23,220.33692191838946,12282736836.312027
2025-09-24,214.17925267896382,7575651795.115867
2025-09-25,211.59608812684968,8445521212.739207
2025-09-26,192.18165357078567,12016864135.347467
2025-09-27,205.1199454921513,10264035473.466131
2025-09-28,203.5749247337909,4017566336.8666024
2025-09-29,210.7450481378904,4489384967.131298
2025-09-30,212.92955681530267,6935052896.50192
2025-10-01,208.6992944881733,7027033380.102042
2025-10-02,221.2188833389755,8473857082.585505
2025-10-03,234.61674360916186,10240423698.713894
2025-10-04,233.06458024680495,9409846313.93892
2025-10-05,227.93905953905113,4629724693.376066
2025-10-06,228.5443211026712,7161162365.904725
2025-10-07,232.5968012360869,7565905967.514749
2025-10-08,220.92325353514107,9428620255.995054
2025-10-09,229.06280907281337,7378938614.697137
2025-10-10,220.8065008190006,7926447520.068074
2025-10-11,189.8912952568837,16979196402.761215
2025-10-12,178.3062307703534,12825283650.402828
2025-10-13,197.03997380287893,12182439886.806627
2025-10-14,207.92928081408232,11548480550.997688
2025-10-15,202.77828792883702,13553378827.238491
2025-10-16,193.96279214560616,9764892301.796349
2025-10-17,184.57406686923576,9925743378.18117
2025-10-18,182.07052141400303,10314262292.923399
2025-10-19,187.55870371602296,4080705643.636593
2025-10-20,187.62095813065147,4866494598.220849
2025-10-21,189.83490809801577,6130975032.123
2025-10-22,185.78992071057104,8140307547.666378
2025-10-23,180.02645418265774,7331527656.706337
2025-10-24,191.42417371185576,6328717665.982079
2025-10-25,193.47566388653937,5836419855.507742
2025-10-26,194.011016152678,3143145861.3248463
2025-10-27,200.07095684438153,4807959121.519227
2025-10-28,198.81130112961708,6699989320.198287
2025-10-29,194.40531681984675,8022554748.305202
2025-10-30,194.22060377742542,8179014087.802186
2025-10-31,184.28637111326051,8507378052.630039
2025-11-01,187.2627467672827,5793893051.801109
2025-11-02,186.3556506725306,2712449199.879818
2025-11-03,187.19632465985816,3242429378.753831
2025-11-04,165.92718959407298,9778486257.676378
2025-11-05,155.5134380549323,11455410012.209955
2025-11-06,162.64616988523213,6883947244.13202
2025-11-07,154.84889388443324,5556988830.548565
2025-11-08,161.87760775808556,6640253853.035683
2025-11-09,158.15618865832252,3787812871.602458
2025-11-10,164.26842094537048,4600362342.428592
2025-11-11,167.54840917926455,5572975599.617281
2025-11-12,154.34628754698477,6119928731.138143
2025-11-13,153.19515043362588,5898647664.686135
2025-11-14,145.15580784802805,7303794089.642745
2025-11-15,139.00276447047776,8537259511.224628
